cls_0,cls_1,cls_2,cls_3,ent,max_probs,targets,preds
3.0741998e-05,0.00014666189,0.99295664,0.0068658916,0.04283279,0.99295664,2,2
6.030518e-06,0.0027581656,0.99695194,0.00028383566,0.021688402,0.99695194,2,2
3.4189095e-05,8.074384e-05,0.6517234,0.3481617,0.64747953,0.6517234,2,2
5.5094883e-06,0.0029452995,0.99643624,0.00061301276,0.025322516,0.99643624,2,2
1.45003605e-05,0.000295834,0.98379576,0.015893815,0.084467,0.98379576,2,2
8.837415e-05,0.00069783715,0.6687865,0.33042732,0.6408476,0.6687865,2,2
0.00013823328,7.115639e-05,0.20240079,0.7973898,0.5057827,0.7973898,3,3
2.1711305e-05,0.00013068043,0.98125046,0.018597133,0.094079316,0.98125046,2,2
6.0844395e-05,0.0037168225,0.38023853,0.6159838,0.6875254,0.6159838,3,3
2.3637393e-05,0.99188375,0.008077311,1.520195e-05,0.047425725,0.99188375,1,1
6.4521764e-06,0.0012999505,0.9981274,0.00056624494,0.014820324,0.9981274,2,2
9.731077e-06,0.08328403,0.91662115,8.505459e-05,0.2877137,0.91662115,2,2
0.0002779227,0.012579742,0.3629962,0.62414616,0.71937156,0.62414616,2,3
2.5233043e-05,0.00032722708,0.934424,0.06522357,0.24432647,0.934424,2,2
1.0993233e-05,0.04957998,0.9502377,0.00017129268,0.1990607,0.9502377,2,2
6.8373947e-06,0.001545813,0.9975243,0.00092304713,0.019008845,0.9975243,2,2
7.6013807e-06,0.0012317861,0.9979777,0.000782971,0.015962105,0.9979777,2,2
1.3867037e-05,0.00031684755,0.9976006,0.0020686293,0.017890358,0.9976006,2,2
3.3606993e-05,0.00024162582,0.9922227,0.0075020925,0.04681007,0.9922227,2,2
3.7869897e-06,0.05961329,0.93982255,0.0005603949,0.23067434,0.93982255,1,2
4.32255e-05,0.99003255,0.00989737,2.694437e-05,0.05631677,0.99003255,1,1
8.451384e-06,0.00039700133,0.99073786,0.008856616,0.05428847,0.99073786,2,2
3.3282367e-06,0.0021783637,0.99631387,0.0015044943,0.026851168,0.99631387,1,2
2.0252468e-05,0.00012950836,0.15000637,0.8498439,0.42422372,0.8498439,3,3
0.0001649871,9.327525e-05,0.00040044886,0.9993413,0.006093724,0.9993413,3,3
5.443987e-05,0.0003999092,0.99799454,0.0015510791,0.015700584,0.99799454,2,2
6.192912e-05,0.00013526563,0.8636814,0.13612147,0.3998332,0.8636814,2,2
3.302146e-05,0.82097787,0.17894146,4.7672045e-05,0.47066444,0.82097787,1,1
1.1139025e-05,0.006334185,0.9934036,0.00025105927,0.0408452,0.9934036,2,2
6.163303e-05,7.730514e-05,0.5850199,0.41484118,0.6799661,0.5850199,3,2
1.0460925e-05,0.7209118,0.27902406,5.375119e-05,0.5927208,0.7209118,2,1
1.4712603e-05,0.020940632,0.9788887,0.00015602754,0.10337607,0.9788887,2,2
1.8509918e-05,0.0013853892,0.9973309,0.0012651121,0.020427078,0.9973309,1,2
5.3524445e-06,0.054187723,0.9456092,0.00019773512,0.21260892,0.9456092,2,2
2.1418517e-05,0.5242503,0.4754744,0.00025389277,0.6943735,0.5242503,1,1
0.001320656,0.99538404,0.00323018,6.511262e-05,0.032514118,0.99538404,1,1
6.1035e-06,0.002362223,0.99726176,0.00036994505,0.020018216,0.99726176,2,2
4.370875e-05,0.00017975787,0.9933102,0.006466398,0.041254427,0.9933102,2,2
8.270402e-06,0.0032008742,0.99639773,0.00039307924,0.02516177,0.99639773,1,2
1.9786252e-05,0.0014339533,0.99371535,0.00483091,0.0416296,0.99371535,1,2
0.0001433169,0.013800237,0.97410756,0.011948943,0.13882941,0.97410756,2,2
4.789535e-06,0.0026721857,0.9970209,0.00030216237,0.021314535,0.9970209,2,2
8.8443885e-06,0.0020509786,0.99708945,0.00085081055,0.021718401,0.99708945,2,2
4.8601787e-06,0.0076271812,0.99215806,0.00020991448,0.046838727,0.99215806,2,2
0.00018180477,0.0001044017,0.95487875,0.04483507,0.18581285,0.95487875,2,2
7.969807e-05,0.0003170643,0.070916675,0.9286865,0.2596777,0.9286865,3,3
3.881161e-05,0.00013706264,0.99168116,0.008142974,0.049070116,0.99168116,2,2
0.00042152265,0.025362868,0.010791881,0.96342367,0.18124607,0.96342367,2,3
8.6420505e-06,0.0004484776,0.9973828,0.002160036,0.019429559,0.9973828,2,2
5.3867075e-06,0.002167589,0.99733365,0.0004934949,0.019782027,0.99733365,2,2
7.554026e-05,0.0001770139,0.9297161,0.07003126,0.25620022,0.9297161,2,2
3.1146887e-05,4.7959405e-05,0.0017155746,0.9982053,0.013518046,0.9982053,3,3
8.518695e-06,0.020464417,0.9793133,0.00021377401,0.10196469,0.9793133,2,2
6.4149444e-06,0.007444799,0.9923678,0.00018099583,0.045720648,0.9923678,2,2
5.0544448e-05,0.00029951063,0.99796957,0.0016803533,0.015693786,0.99796957,2,2
3.2600517e-05,0.00013096801,0.7097083,0.29012817,0.60388166,0.7097083,2,2
2.2301834e-05,0.6113463,0.38859534,3.605832e-05,0.668753,0.6113463,2,1
5.805653e-05,0.002276427,0.995915,0.0017505183,0.029607352,0.995915,2,2
6.297191e-05,3.2288786e-05,0.0008512387,0.99905354,0.007906273,0.99905354,3,3
1.6201528e-05,0.9512901,0.048674863,1.8867659e-05,0.1950121,0.9512901,1,1
5.8665823e-06,0.0022173913,0.99673575,0.001041048,0.024030428,0.99673575,2,2
3.5845827e-05,8.532049e-05,0.0017854582,0.9980934,0.014369581,0.9980934,3,3
5.2016476e-06,0.00077123946,0.9975304,0.0016932006,0.01886236,0.9975304,2,2
7.87083e-06,0.00091419736,0.99765575,0.0014221725,0.018154215,0.99765575,2,2
0.00022681734,0.00010303643,0.0004103123,0.99925977,0.006788981,0.99925977,3,3
1.0532295e-05,0.0007715424,0.9959751,0.003242768,0.02825257,0.9959751,2,2
4.238035e-06,0.0032556355,0.99578565,0.0009544087,0.029541407,0.99578565,1,2
1.3544371e-05,0.00019480259,0.993606,0.0061856937,0.039647117,0.993606,2,2
9.4269135e-06,0.0008346122,0.998372,0.00078404555,0.013258789,0.998372,2,2
2.0095313e-05,0.9743726,0.025563583,4.3721084e-05,0.11968344,0.9743726,2,1
3.6644407e-05,0.15314668,0.84588265,0.00093406136,0.43582773,0.84588265,2,2
8.384247e-06,0.34772497,0.6521784,8.822322e-05,0.6470039,0.6521784,2,2
0.0001130585,0.00014745608,0.32158926,0.67815024,0.63054925,0.67815024,3,3
5.8808022e-05,0.00025445447,0.9221235,0.07756321,0.27574396,0.9221235,2,2
6.517427e-06,0.03026778,0.9695971,0.00012862505,0.13703285,0.9695971,2,2
4.2221323e-05,4.288622e-05,0.0021849244,0.99772996,0.016509274,0.99772996,3,3
2.4171102e-05,0.09771841,0.9021188,0.0001385528,0.32167456,0.9021188,2,2
3.4884193e-05,0.00027816254,0.84719825,0.15248877,0.4298985,0.84719825,2,2
1.3583999e-05,0.116714515,0.88286155,0.00041038494,0.36405125,0.88286155,1,2
7.663805e-06,0.0050553777,0.994451,0.00048586103,0.036059976,0.994451,2,2
4.706331e-06,0.031615682,0.96828675,9.288205e-05,0.14132883,0.96828675,2,2
6.394426e-05,0.00011669624,0.0010673702,0.998752,0.0102251,0.998752,3,3
1.840512e-05,0.00020575609,0.9955657,0.004210119,0.029402202,0.9955657,2,2
0.0002068252,0.9493328,0.050411157,4.9221337e-05,0.20220976,0.9493328,1,1
1.8201798e-05,0.6610074,0.33893088,4.3493612e-05,0.6409954,0.6610074,1,1
2.4210267e-05,0.9506506,0.049311742,1.3475043e-05,0.19692792,0.9506506,1,1
5.34736e-06,0.001092722,0.99781346,0.001088462,0.017126985,0.99781346,2,2
1.3978248e-05,0.20751752,0.7923947,7.3815216e-05,0.5115748,0.7923947,2,2
7.289233e-05,6.5468004e-05,0.0009974424,0.9988642,0.009352949,0.9988642,3,3
8.117332e-06,0.0004241369,0.99724483,0.0023230072,0.020229036,0.99724483,2,2
8.738865e-06,0.9111545,0.088817835,1.886506e-05,0.30012625,0.9111545,1,1
1.7070195e-05,0.29743737,0.70245314,9.2461014e-05,0.60979444,0.70245314,1,2
6.182777e-05,0.9470162,0.05290779,1.4233562e-05,0.20781955,0.9470162,1,1
1.5884207e-05,0.00062343664,0.99669516,0.0026654494,0.023875102,0.99669516,2,2
4.980518e-05,0.0022107516,0.953118,0.04462148,0.1985287,0.953118,2,2
6.5917066e-06,0.0032869861,0.9960906,0.0006157996,0.027326966,0.9960906,2,2
2.2029972e-05,0.00020738797,0.9956527,0.004117849,0.028949847,0.9956527,2,2
0.00015609004,0.15955125,0.8392608,0.0010318462,0.44836915,0.8392608,1,2
6.0653842e-06,0.0010669077,0.991034,0.00789307,0.054515846,0.991034,1,2
2.7011536e-05,0.00015483465,0.4129285,0.5868897,0.6796342,0.5868897,3,3
1.4056966e-05,0.27700478,0.722718,0.00026317142,0.5926157,0.722718,2,2
1.6036047e-05,0.68084437,0.31910536,3.421457e-05,0.62675315,0.68084437,1,1
2.5469555e-05,8.549187e-05,0.35038248,0.6495065,0.6488164,0.6495065,3,3
0.00016369089,0.00012331926,0.00044669947,0.9992663,0.0067160204,0.9992663,3,3
6.581216e-06,0.004538502,0.99450535,0.00094946555,0.036651783,0.99450535,2,2
2.9461227e-05,2.3034227e-05,0.002691806,0.99725574,0.019222692,0.99725574,3,3
7.930762e-06,0.0021805365,0.9974293,0.0003821255,0.019030375,0.9974293,2,2
1.442993e-05,0.000634291,0.9983267,0.001024541,0.013555445,0.9983267,2,2
6.101137e-06,0.0022808495,0.99687564,0.0008374404,0.023001008,0.99687564,2,2
2.2589193e-05,3.7098085e-05,0.006551134,0.99338925,0.04014897,0.99338925,3,3
2.2823979e-05,0.0001376462,0.9465927,0.05324688,0.20958608,0.9465927,2,2
7.9389145e-05,0.00012296032,0.9847498,0.015047853,0.080138564,0.9847498,2,2
8.570163e-05,0.0006018996,0.34310567,0.6562068,0.64873815,0.6562068,2,3
3.5382154e-06,0.0046235383,0.9949995,0.00037345674,0.03283884,0.9949995,2,2
2.3692854e-05,0.00025028375,0.98262805,0.017097993,0.08911631,0.98262805,2,2
7.19417e-06,0.021487447,0.9783116,0.00019368628,0.105710454,0.9783116,1,2
1.0637907e-05,0.0012361968,0.9981337,0.0006194778,0.014839431,0.9981337,2,2
5.0530816e-06,0.027063351,0.97283226,9.9336576e-05,0.1254597,0.97283226,2,2
1.5224919e-05,0.00026413202,0.98950946,0.010211135,0.059591014,0.98950946,2,2
6.983567e-05,3.254009e-05,0.00090343435,0.9989942,0.008342292,0.9989942,3,3
1.3035983e-05,0.00093556533,0.9982981,0.00075321755,0.013788484,0.9982981,1,2
6.059669e-06,0.0020465706,0.9901002,0.0078472225,0.060635116,0.9901002,2,2
0.00036599312,0.9808445,0.018771866,1.7712917e-05,0.09668644,0.9808445,1,1
1.2742353e-05,0.00026149515,0.97963107,0.020094724,0.10097685,0.97963107,2,2
7.402966e-06,0.03554103,0.96436423,8.741183e-05,0.15450037,0.96436423,1,2
6.4980345e-06,0.0701653,0.92967796,0.00015022358,0.2556117,0.92967796,2,2
0.000108842345,0.0002662489,0.93884003,0.060784835,0.23265785,0.93884003,2,2
2.0287023e-05,0.0037502805,0.99526334,0.0009660954,0.0326003,0.99526334,2,2
6.7293506e-05,4.6978443e-05,0.0008633513,0.9990225,0.008182461,0.9990225,3,3
2.493268e-05,3.5994522e-05,0.11200913,0.8879299,0.3513817,0.8879299,3,3
2.4521705e-05,5.150847e-05,0.037044354,0.9628796,0.15927649,0.9628796,2,3
7.996328e-06,0.0010240511,0.99784935,0.0011186753,0.016893946,0.99784935,2,2
4.2114243e-06,0.0019337096,0.997294,0.0007680506,0.020345075,0.997294,2,2
6.2265003e-06,0.00057998026,0.9976815,0.0017323468,0.017727502,0.9976815,2,2
1.1298366e-05,0.00025119272,0.9958748,0.0038627347,0.027790386,0.9958748,2,2
8.4306075e-06,0.041192412,0.9578953,0.00090385904,0.17902231,0.9578953,2,2
2.169851e-05,0.00019264272,0.9922321,0.0075536226,0.046523612,0.9922321,2,2
3.7340156e-05,0.117336795,0.8823833,0.00024253913,0.36422953,0.8823833,2,2
1.7743087e-05,0.0015026127,0.9979873,0.0004923737,0.015722666,0.9979873,2,2
3.1339743e-05,0.00010727073,0.88291204,0.11694938,0.36222926,0.88291204,2,2
9.38486e-06,0.00045218787,0.9978084,0.0017300312,0.016782662,0.9978084,2,2
0.0019378884,0.02166421,0.53784776,0.43855008,0.7901745,0.53784776,3,2
2.225251e-05,0.0015985765,0.997884,0.0004952159,0.016413687,0.997884,2,2
6.0982584e-05,0.00013424287,0.99431264,0.005492158,0.036043447,0.99431264,2,2
4.1118845e-05,3.2023385e-05,0.001313667,0.9986131,0.010848626,0.9986131,3,3
1.6921042e-05,0.0010206217,0.98966366,0.009298794,0.06099657,0.98966366,2,2
6.350838e-05,4.485861e-05,0.107238695,0.89265287,0.3418619,0.89265287,2,3
1.0323796e-05,0.004196557,0.9955135,0.00027957754,0.029852336,0.9955135,2,2
5.479231e-05,0.8898981,0.10965697,0.00039011458,0.3497903,0.8898981,1,1
5.796032e-05,0.00012487793,0.99426454,0.0055525606,0.03624405,0.99426454,2,2
0.00055434025,0.976189,0.023228386,2.8281072e-05,0.11537174,0.976189,1,1
0.00019348996,0.00025533323,0.241381,0.7581702,0.556758,0.7581702,3,3
2.2544633e-05,0.14793962,0.8513338,0.00070408796,0.42508033,0.8513338,2,2
1.0545216e-05,0.10950431,0.8903967,8.846663e-05,0.34651172,0.8903967,2,2
7.216536e-05,0.9889023,0.011007191,1.842532e-05,0.061558805,0.9889023,1,1
3.6925176e-05,8.8925575e-05,0.03023941,0.9696348,0.1369017,0.9696348,3,3
4.4949916e-06,0.0031248867,0.99605477,0.00081577257,0.027819395,0.99605477,2,2
6.560468e-05,3.587826e-05,0.00090211397,0.99899644,0.008326696,0.99899644,3,3
4.319257e-05,0.00089683465,0.9931502,0.005909813,0.04387724,0.9931502,2,2
1.04326255e-05,0.9124096,0.087561294,1.8670959e-05,0.29720837,0.9124096,1,1
1.6607448e-05,0.0008788387,0.9982486,0.00085596903,0.014162919,0.9982486,2,2
1.3211325e-05,0.0002824706,0.99604046,0.0036639168,0.026960282,0.99604046,2,2
0.9997842,0.00015873685,2.4678186e-05,3.237557e-05,0.002200945,0.9997842,0,0
9.617191e-06,0.0011672202,0.99492955,0.0038936108,0.03465444,0.99492955,2,2
7.376514e-05,3.811966e-05,0.0008400853,0.99904805,0.007990689,0.99904805,3,3
9.224906e-06,0.0009948291,0.9962471,0.0027488235,0.026938643,0.9962471,2,2
4.061474e-05,3.1878877e-05,0.001929884,0.9979976,0.014803429,0.9979976,3,3
8.507639e-06,0.00029583223,0.9934442,0.006251482,0.040763307,0.9934442,3,2
1.5796284e-05,0.0026591222,0.98731416,0.010010951,0.0746388,0.98731416,2,2
1.1323094e-05,0.0007530338,0.9980545,0.0011812227,0.015450907,0.9980545,2,2
4.727987e-05,0.00015381831,0.99371886,0.0060800854,0.039107807,0.99371886,2,2
2.3608161e-05,0.7745441,0.22540519,2.7066888e-05,0.5342384,0.7745441,1,1
7.037158e-06,0.017037919,0.9796537,0.0033013385,0.10846708,0.9796537,3,2
6.420808e-05,0.0004670816,0.9421116,0.057357043,0.22433423,0.9421116,3,2
8.542858e-06,0.062416196,0.9371179,0.0004574028,0.23761754,0.9371179,2,2
1.3031515e-05,0.00064341165,0.9979559,0.0013876118,0.016047493,0.9979559,2,2
2.9044859e-05,0.00029219905,0.9641458,0.035532977,0.15646899,0.9641458,2,2
4.8921935e-05,4.8446505e-05,0.0013582553,0.99854445,0.011388082,0.99854445,3,3
9.0218215e-05,5.7570633e-05,0.0006311502,0.9992211,0.0068311645,0.9992211,3,3
0.00019095295,0.053101305,0.94585025,0.00085746485,0.21622841,0.94585025,1,2
3.5195226e-05,0.8716105,0.12829433,5.9986145e-05,0.38415754,0.8716105,1,1
2.6746091e-05,0.9088924,0.091053344,2.7487518e-05,0.30558747,0.9088924,1,1
7.071032e-06,0.0037205676,0.9959728,0.00029949573,0.027345205,0.9959728,2,2
5.569917e-06,0.015827887,0.98402977,0.00013680439,0.082748674,0.98402977,2,2
2.4620405e-05,2.5601174e-05,0.0025064494,0.9974433,0.018096203,0.9974433,3,3
6.762126e-06,0.0009717618,0.99817216,0.0008492428,0.014652269,0.99817216,2,2
1.1257255e-05,0.034353197,0.96548694,0.00014857516,0.15115507,0.96548694,1,2
5.0552017e-06,0.0014920671,0.99632025,0.0021826364,0.026817884,0.99632025,2,2
1.25694505e-05,0.00027727764,0.98925436,0.010455695,0.060784794,0.98925436,2,2
8.0372956e-05,0.00022762358,0.0007898428,0.9989021,0.009406726,0.9989021,3,3
4.262239e-06,0.001213376,0.9975683,0.0012139686,0.018778823,0.9975683,2,2
2.0172896e-05,0.15967606,0.83991724,0.00038662873,0.4427245,0.83991724,1,2
7.1299996e-06,0.041613758,0.9582892,8.99692e-05,0.17405495,0.9582892,2,2
1.3178359e-05,0.043653764,0.9554926,0.0008403761,0.18630145,0.9554926,2,2
6.648971e-06,0.010650567,0.98916686,0.00017588893,0.060750525,0.98916686,2,2
3.4947325e-06,0.009229528,0.9904794,0.00028755472,0.055107273,0.9904794,2,2
6.963914e-05,0.00015754843,0.013270871,0.9865019,0.07281177,0.9865019,3,3
8.294735e-06,0.00061299413,0.99155253,0.007826185,0.05100234,0.99155253,2,2
5.5869932e-05,0.00012689232,0.99269885,0.0071184016,0.044161048,0.99269885,2,2
2.1690124e-05,0.0002736947,0.8158724,0.18383224,0.47986853,0.8158724,3,2
0.00013606974,0.5310964,0.4686909,7.6626944e-05,0.693201,0.5310964,1,1
2.9845478e-05,0.00054262794,0.9984926,0.00093483424,0.012417847,0.9984926,2,2
1.7397388e-05,0.00025218126,0.9939528,0.005777579,0.03808526,0.9939528,2,2
4.8295078e-05,0.98767686,0.012240261,3.4650024e-05,0.06697701,0.98767686,1,1
1.0162751e-05,0.08647039,0.91344565,7.378467e-05,0.29518986,0.91344565,2,2
8.534892e-06,0.010825616,0.9888708,0.00029504605,0.06255991,0.9888708,1,2
5.9074164e-06,0.0036313185,0.9958627,0.0005000385,0.028401861,0.9958627,2,2
1.4588044e-05,0.8976595,0.10230062,2.5403573e-05,0.33057567,0.8976595,2,1
8.749689e-06,0.00040464188,0.99804074,0.0015458582,0.015225581,0.99804074,2,2
2.8903956e-05,0.017453557,0.98222154,0.00029593808,0.09098181,0.98222154,1,2
1.2125664e-05,0.0002897888,0.9731495,0.026548553,0.12532358,0.9731495,2,2
9.121435e-06,0.006962699,0.9927988,0.00022934706,0.043788087,0.9927988,1,2
8.903294e-05,0.00017775616,0.78311723,0.21661597,0.52515835,0.78311723,3,2
6.2388506e-05,0.0006920313,0.997561,0.0016845935,0.01883344,0.997561,2,2
1.1038628e-05,0.0786289,0.9211997,0.00016032165,0.2770921,0.9211997,2,2
5.863164e-06,0.0033210784,0.99615496,0.00051808264,0.026782697,0.99615496,2,2
2.473737e-05,0.4570435,0.54275256,0.0001792504,0.69134015,0.54275256,2,2
7.677557e-06,0.0016029644,0.99623543,0.002153867,0.027390156,0.99623543,2,2
2.9688506e-05,4.74421e-05,0.0027944113,0.99712855,0.020080784,0.99712855,3,3
4.578009e-05,9.302177e-05,0.0012872649,0.998574,0.011313044,0.998574,3,3
0.99988675,6.66972e-05,2.0987203e-05,2.5513953e-05,0.0012504081,0.99988675,0,0
0.9992009,0.0007399941,2.1979315e-05,3.7097117e-05,0.006747462,0.9992009,0,0
0.99988437,7.169537e-05,2.0065234e-05,2.3921315e-05,0.0012715169,0.99988437,0,0
0.9996561,0.0002873985,2.80699e-05,2.840078e-05,0.0032789577,0.9996561,0,0
0.99989045,5.401324e-05,2.429817e-05,3.1199466e-05,0.0012221057,0.99989045,0,0
0.9998801,5.486325e-05,3.1321255e-05,3.3734315e-05,0.0013303044,0.9998801,0,0
0.99989223,4.908374e-05,2.4632696e-05,3.3999313e-05,0.0012058613,0.99989223,0,0
0.999907,3.778166e-05,1.8057164e-05,3.719591e-05,0.001054447,0.999907,0,0
0.9998766,3.697748e-05,3.347168e-05,5.286444e-05,0.0013661939,0.9998766,0,0
0.9998723,4.1170693e-05,2.9480892e-05,5.7048317e-05,0.0014085087,0.9998723,0,0
0.9998909,5.2659096e-05,2.40151e-05,3.250575e-05,0.0012193316,0.9998909,0,0
0.9998903,4.879689e-05,2.9309183e-05,3.1505635e-05,0.001226599,0.9998903,0,0
0.9998833,7.543009e-05,1.809204e-05,2.3094917e-05,0.0012767698,0.9998833,0,0
0.999908,3.6906484e-05,2.1951952e-05,3.321224e-05,0.0010467097,0.999908,0,0
0.99989843,5.1843086e-05,2.2648564e-05,2.7106784e-05,0.0011403952,0.99989843,0,0
0.9998963,4.0139465e-05,2.3550732e-05,3.9904957e-05,0.0011650287,0.9998963,0,0
0.9999045,3.8003593e-05,2.144336e-05,3.598108e-05,0.0010809714,0.9999045,0,0
0.9998821,4.566134e-05,3.0003985e-05,4.2147436e-05,0.0013111975,0.9998821,0,0
0.9998623,5.5944343e-05,3.2314925e-05,4.9467228e-05,0.0015100006,0.9998623,0,0
0.99990034,4.966273e-05,2.3643004e-05,2.642724e-05,0.0011223718,0.99990034,0,0
0.9998373,9.3686795e-05,2.026119e-05,4.869909e-05,0.0017341782,0.9998373,0,0
0.9991677,0.00077550503,2.2324695e-05,3.4577162e-05,0.006980536,0.9991677,0,0
0.9998938,5.1944193e-05,2.506956e-05,2.9252096e-05,0.0011896193,0.9998938,0,0
0.99988306,7.397113e-05,2.0104437e-05,2.2781313e-05,0.001281363,0.99988306,0,0
0.99989545,5.0740997e-05,2.546439e-05,2.829683e-05,0.001171962,0.99989545,0,0
0.99989486,5.6550387e-05,2.1611335e-05,2.7053795e-05,0.0011750389,0.99989486,0,0
